Date,Open,High,Low,Close,Volume
2026-06-15,112.66000366210938,113.81999969482422,112.11000061035156,112.55000305175781,10426100
2026-06-16,109.33000183105469,111.25,109.05000305175781,110.97000122070312,14128100
2026-06-17,109.51000213623047,110.58000183105469,107.37999725341797,107.44000244140625,13280700
2026-06-18,106.48500061035156,107.37000274658203,105.51000213623047,107.0999984741211,14603000
2026-06-22,105.09200286865234,106.52999877929688,103.91000366210938,104.97000122070312,13220800
2026-06-23,102.37999725341797,103.54000091552734,101.83000183105469,102.5999984741211,11335700
2026-06-24,101.25,101.66999816894531,99.0999984741211,99.80000305175781,15334300
2026-06-25,97.67500305175781,98.0999984741211,94.70999908447266,95.06999969482422,20248200
2026-06-26,92.0,95.72000122070312,91.98999786376953,94.80999755859375,18307600
2026-06-29,96.13999938964844,97.47000122070312,94.4000015258789,95.51000213623047,21078900
2026-06-30,94.98999786376953,96.95999908447266,94.36000061035156,95.9800033569336,11816100
2026-07-01,95.5999984741211,99.45999908447266,95.52999877929688,97.98999786376953,11888600
2026-07-02,96.88999938964844,97.94999694824219,95.19000244140625,96.13999938964844,11744600
2026-07-06,97.41000366210938,98.02999877929688,96.37000274658203,97.91000366210938,8948100
2026-07-07,97.80000305175781,99.73999786376953,97.38999938964844,98.13999938964844,10204200
2026-07-08,107.5999984741211,109.81999969482422,105.6500015258789,108.9800033569336,38869300
2026-07-09,109.12000274658203,112.16999816894531,108.8499984741211,111.13999938964844,14110600
2026-07-10,113.23999786376953,115.58000183105469,112.01000213623047,112.33000183105469,16162200
2026-07-13,112.8550033569336,114.19999694824219,111.81999969482422,112.3499984741211,9559900
2026-07-14,112.94999694824219,113.3499984741211,111.2300033569336,112.31999969482422,8256000
2026-07-15,117.4000015258789,121.20999908447266,117.1500015258789,119.0199966430664,15617766
